-0.025520076,-0.025486809,-0.025460349,-0.025447867,-0.025441214,-0.025438046,-0.025433947,-0.025434823,0.176,0.415173723,0.176,1.115178776,0.176,0.542737268,0.401425134,1.099716258,0.492514606
-0.024688812,-0.024656629,-0.024631029,-0.024618954,-0.024612517,-0.024609452,-0.024605487,-0.024606334,0.184,0.414140915,0.184,1.113449563,0.184,0.553250903,0.401556275,1.103719762,0.498784555
-0.024533229,-0.024501248,-0.02447581,-0.024463811,-0.024457415,-0.02445437,-0.024450429,-0.024451271,0.192,0.412682518,0.192,1.111308676,0.192,0.562168826,0.40166066,1.107251291,0.50448877
-0.022481445,-0.022452137,-0.022428824,-0.022417827,-0.022411966,-0.022409175,-0.022405563,-0.022406335,0.2,0.410887941,0.2,1.109018887,0.2,0.569571543,0.401753581,1.110411335,0.509679941
-0.022658202,-0.022628664,-0.022605168,-0.022594085,-0.022588178,-0.022585365,-0.022581725,-0.022582503,0.208,0.408901754,0.208,1.106800934,0.208,0.575553784,0.401836036,1.113237258,0.514404122
-0.022591779,-0.022562327,-0.022538901,-0.02252785,-0.02252196,-0.022519155,-0.022515526,-0.022516302,0.216,0.406893836,0.216,1.104833604,0.216,0.580221228,0.401896301,1.115703321,0.518701013
-0.021563281,-0.021535169,-0.021512808,-0.02150226,-0.021496638,-0.021493961,-0.021490497,-0.021491237,0.224,0.405026405,0.224,1.10325547,0.224,0.583687347,0.401948357,1.11789526,0.522610767
-0.019994693,-0.019968624,-0.019947888,-0.019938106,-0.019932893,-0.01993041,-0.019927198,-0.019927885,0.232,0.403424958,0.232,1.102167693,0.232,0.586070458,0.402003792,1.119892078,0.526170051
-0.020756879,-0.020729817,-0.020708292,-0.020698138,-0.020692727,-0.020690149,-0.020686815,-0.020687528,0.24,0.402158176,0.24,1.101637398,0.24,0.587491087,0.402052175,1.121671928,0.529408824
-0.023461522,-0.023430939,-0.023406612,-0.023395137,-0.023389021,-0.023386108,-0.02338234,-0.023383145,0.248,0.401229578,0.248,1.101701212,0.248,0.588069692,0.402068695,1.12313679,0.532351399
-0.027482025,-0.027446206,-0.027417715,-0.027404275,-0.027397112,-0.027393701,-0.027389288,-0.027390231,0.256,0.400581932,0.256,1.102368728,0.256,0.587924744,0.402050207,1.124275325,0.535022673
-0.036546239,-0.036498616,-0.036460737,-0.036442868,-0.036433345,-0.03642881,-0.036422942,-0.036424196,0.264,0.400113716,0.264,1.10362579,0.264,0.587171167,0.40195961,1.124914406,0.537439224
-0.0360217,-0.035974761,-0.035937425,-0.035919813,-0.035910426,-0.035905956,-0.035900172,-0.035901408,0.272,0.399704937,0.272,1.105437572,0.272,0.585919075,0.401840359,1.125241859,0.539628762
-0.03281392,-0.032771158,-0.032737144,-0.0327211,-0.032712548,-0.032708476,-0.032703207,-0.032704333,0.28,0.399247375,0.28,1.107751521,0.28,0.584272775,0.401776892,1.125661838,0.541625445
-0.030283364,-0.030243897,-0.030212505,-0.030197697,-0.030189804,-0.030186046,-0.030181183,-0.030182222,0.288,0.398672765,0.288,1.110500227,0.288,0.582329988,0.401757908,1.126170361,0.543446973
-0.027822841,-0.027786579,-0.027757735,-0.027744129,-0.027736877,-0.027733424,-0.027728956,-0.027729911,0.296,0.397972688,0.296,1.11360429,0.296,0.580181233,0.40177072,1.12674558,0.545108754
-0.027434879,-0.027399122,-0.027370681,-0.027357264,-0.027350113,-0.027346708,-0.027342302,-0.027343244,0.304,0.397205747,0.304,1.116975246,0.304,0.577909364,0.401795508,1.127320703,0.546623038
-0.026567993,-0.026533365,-0.026505822,-0.026492829,-0.026485904,-0.026482606,-0.026478339,-0.026479251,0.312,0.39649031,0.312,1.12051864,0.312,0.575589185,0.401818366,1.127843596,0.548001204
-0.023639247,-0.023608433,-0.023583923,-0.023572361,-0.023566199,-0.023563264,-0.023559467,-0.023560279,0.32,0.395983749,0.32,1.124137367,0.32,0.573287118,0.401856358,1.128399101,0.549258468
-0.020785121,-0.020758023,-0.02073647,-0.020726302,-0.020720883,-0.020718303,-0.020714964,-0.020715678,0.328,0.395851457,0.328,1.12773538,0.328,0.571060871,0.401919142,1.129045049,0.550408059
-0.020676425,-0.020649469,-0.020628028,-0.020617914,-0.020612523,-0.020609956,-0.020606635,-0.020607344,0.336,0.396231099,0.336,1.131221725,0.336,0.568959095,0.401982663,1.129683999,0.551456487
-0.021714873,-0.021686565,-0.021664048,-0.021653426,-0.021647765,-0.021645069,-0.021641581,-0.021642327,0.344,0.39719929,0.344,1.13451466,0.344,0.56702104,0.402026526,1.130221578,0.552409341
-0.025782684,-0.025749078,-0.025722348,-0.025709738,-0.025703018,-0.025699818,-0.025695677,-0.025696562,0.352,0.398748594,0.352,1.13754544,0.352,0.565276269,0.402033641,1.130568047,0.553271452
-0.030478643,-0.030438922,-0.030407327,-0.030392423,-0.03038448,-0.030380697,-0.030375803,-0.030376849,0.36,0.400781571,0.36,1.140261283,0.36,0.563744512,0.401988971,1.130635939,0.554046883
-0.030845868,-0.030805669,-0.030773693,-0.03075861,-0.030750571,-0.030746742,-0.030741789,-0.030742848,0.368,0.403125022,0.368,1.142627153,0.368,0.562435731,0.401923627,1.130549744,0.554746828
