-2.63082E-06,-2.63082E-06,-2.63082E-06,-2.63082E-06,-2.63082E-06,-2.63082E-06,-2.63082E-06,-2.63082E-06,0,0.20106445,0,0.533229858,0,0.004101729,0.20106445,0.533229858,0.004101729
-0.004997092,-0.004990583,-0.004985406,-0.004982964,-0.004981662,-0.004981042,-0.00498024,-0.004980412,0.008,0.232163595,0.008,0.584955782,0.008,0.031895432,0.247372881,0.607457985,0.054523961
-0.00888569,-0.008874112,-0.008864902,-0.008860558,-0.008858243,-0.00885714,-0.008855714,-0.008856019,0.016,0.262400277,0.016,0.636378502,0.016,0.060184084,0.283537403,0.67256475,0.100393162
-0.010670189,-0.010656282,-0.01064522,-0.010640002,-0.010637221,-0.010635897,-0.010634183,-0.010634549,0.024,0.290947519,0.024,0.686983982,0.024,0.088890759,0.311258367,0.729569201,0.142113588
-0.011589992,-0.011574883,-0.011562865,-0.011557195,-0.011554174,-0.011552735,-0.011550873,-0.011551271,0.032,0.317087886,0.032,0.736270995,0.032,0.117929766,0.332515338,0.779537848,0.180062832
-0.012002267,-0.011986617,-0.011974168,-0.011968296,-0.011965166,-0.011963675,-0.011961747,-0.011962159,0.04,0.340263333,0.04,0.783758333,0.04,0.147203437,0.348820284,0.823364312,0.214582795
-0.012549575,-0.012533208,-0.01252019,-0.012514049,-0.012510776,-0.012509217,-0.0125072,-0.012507631,0.048,0.360110854,0.048,0.828993177,0.048,0.176599857,0.361325651,0.861803011,0.245983377
-0.012388971,-0.012372811,-0.012359957,-0.012353893,-0.012350661,-0.012349122,-0.012347131,-0.012347557,0.056,0.376478367,0.056,0.871560816,0.056,0.205991833,0.370920614,0.895538,0.274547306
-0.014190582,-0.014172073,-0.014157351,-0.014150406,-0.014146705,-0.014144942,-0.014142662,-0.014143149,0.064,0.389418489,0.064,0.911095507,0.064,0.235237208,0.378273727,0.92510128,0.300529215
-0.014631197,-0.014612113,-0.014596933,-0.014589773,-0.014585956,-0.014584139,-0.014581787,-0.01458229,0.072,0.399162818,0.072,0.947291789,0.072,0.264180515,0.383903994,0.950992238,0.324161945
-0.01689987,-0.016877831,-0.0168603,-0.016852031,-0.016847623,-0.016845524,-0.016842809,-0.016843389,0.08,0.406083447,0.08,0.979915202,0.08,0.292655859,0.388210972,0.973654134,0.345657489
-0.018590845,-0.018566603,-0.01854732,-0.018538224,-0.018533376,-0.018531067,-0.01852808,-0.018528719,0.088,0.410648761,0.088,1.008811159,0.088,0.320490788,0.391492203,0.993432559,0.365207067
-0.018550585,-0.018526395,-0.018507154,-0.018498077,-0.018493239,-0.018490936,-0.018487955,-0.018488592,0.096,0.413377688,0.096,1.033910915,0.096,0.347510931,0.394002032,1.010754586,0.382989244
-0.018394319,-0.018370332,-0.018351252,-0.018342252,-0.018337455,-0.018335171,-0.018332215,-0.018332847,0.104,0.414793859,0.104,1.05523379,0.104,0.373545071,0.395930281,1.025969225,0.39916549
-0.019019336,-0.018994535,-0.018974808,-0.018965502,-0.018960542,-0.01895818,-0.018955124,-0.018955778,0.112,0.415381007,0.112,1.072885178,0.112,0.398430369,0.397407786,1.039312766,0.413880071
-0.020293396,-0.020266936,-0.020245889,-0.020235961,-0.020230669,-0.020228149,-0.020224889,-0.020225586,0.12,0.415542868,0.12,1.087050276,0.12,0.422017407,0.398530471,1.05097204,0.427263465
-0.021023558,-0.020996147,-0.020974344,-0.020964059,-0.020958578,-0.020955967,-0.02095259,-0.020953312,0.128,0.415572579,0.128,1.097983935,0.128,0.444174744,0.399381356,1.061155553,0.439436012
-0.022479095,-0.022449789,-0.022426478,-0.022415482,-0.022409621,-0.02240683,-0.022403219,-0.022403991,0.136,0.415636686,0.136,1.105997477,0.136,0.464792706,0.400023983,1.070044804,0.450507139
-0.025238663,-0.025205763,-0.025179595,-0.02516725,-0.02516067,-0.025157537,-0.025153483,-0.02515435,0.144,0.415777371,0.144,1.111443599,0.144,0.483786175,0.400494538,1.077740412,0.460574192
-0.027854746,-0.027818439,-0.02778956,-0.027775937,-0.027768677,-0.027765219,-0.027760745,-0.027761702,0.152,0.41593367,0.152,1.114700474,0.152,0.501096289,0.400824548,1.084348421,0.469726383
-0.02739987,-0.027364156,-0.027335748,-0.027322347,-0.027315205,-0.027311804,-0.027307403,-0.027308344,0.16,0.415978699,0.16,1.116156074,0.16,0.51669104,0.401066038,1.09009321,0.478049756
-0.026024308,-0.025990385,-0.025963402,-0.025950673,-0.025943889,-0.025940659,-0.025936479,-0.025937372,0.168,0.415765807,0.168,1.116193602,0.168,0.530564852,0.401263878,1.095194504,0.485623437
